,Profile factor,Symmetry,Crossflow,Swirl Angle,Flow Velocity1,Flow Velocity2,Flow Velocity3,Flow Velocity4,Average flow velocity,Speed of Sound1,Speed of Sound2,Speed of Sound3,Speed of Sound4,Average speed of sound,Signal Strength1,Signal Strength2,Signal Strength3,Signal Strength4,Signal Strength5,Signal Strength6,Signal Strength7,Signal Strength8,Turbulence1,Turbulence2,Turbulence3,Turbulence4,Meter performance,Signal Quality1,Signal Quality2,Signal Quality3,Signal Quality4,Signal Quality5,Signal Quality6,Signal Quality7,Signal Quality8,Gain1,Gain2,Gain3,Gain4,Gain5,Gain6,Gain7,Gain8,Transit time1,Transit time2,Transit time3,Transit time4,Transit time5,Transit time6,Transit time7,Transit time8,Class Attruibute
0,1.185088889,1.028127778,1.016477778,0.15,2.195744444,2.540944444,2.511961111,2.087888889,2.394438889,1483.869833,1486.382167,1485.372056,1484.989,1485.153222,5260.655556,5067.588889,4977.822222,4984.077778,5170.311111,5200.205556,4111.527778,4291.85,9.038944444,4.426833333,4.504555556,9.241222222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.10706722,84.00309778,120.3387833,120.1442444,120.3717722,120.1790778,84.01905333,83.91997111,1
1,1.191805556,1.03375,1.019411111,0.217,2.192466667,2.546594444,2.516744444,2.075705556,2.396088889,1483.747389,1486.259222,1485.250333,1484.867056,1485.030722,5256.227778,5065.4,4978.022222,4981.433333,5172.344444,5200.816667,4107.144444,4286.327778,9.030166667,4.284,4.5975,9.166444444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.11411611,84.00997278,120.3490889,120.1538889,120.3817,120.1888,84.02560722,83.92726,1
2,1.181983333,1.028088889,1.020994444,0.0889,3.246672222,3.738377778,3.715216667,3.079355556,3.523516667,1483.777056,1486.288222,1485.281,1484.898889,1485.061111,5278.55,5002.9,4971.044444,4958.055556,5146.377778,5179.372222,4039.272222,4302.883333,9.780722222,4.612,4.544777778,10.23116667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.13748722,83.98333556,120.39245,120.1062056,120.4254222,120.1405778,84.04780944,83.90159333,1
3,1.182761111,1.028783333,1.021072222,0.117,3.244488889,3.741861111,3.718838889,3.0804,3.525933333,1483.847444,1486.357167,1485.350444,1484.970167,1485.131278,5276.144444,4994.794444,4973.305556,4956.305556,5149.922222,5175.688889,4036.355556,4297.377778,9.749388889,4.835333333,4.749277778,10.94505556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.13349333,83.97940722,120.3870333,120.1004444,120.4198833,120.1349333,84.043715,83.89759722,1
4,1.182272222,1.028922222,1.02135,0.0222,3.245944444,3.742216667,3.715455556,3.08095,3.525127778,1483.819056,1486.328444,1485.3205,1484.944333,1485.103278,5272.716667,4993.561111,4969.877778,4952.244444,5147.422222,5174.011111,4035.338889,4297.572222,9.602333333,4.479888889,4.716833333,9.984055556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.13535444,83.98080722,120.3893611,120.1028,120.42205,120.1374722,84.04534556,83.89895944,1
5,1.177961111,1.030905556,1.01945,0.0167,3.255338889,3.745594444,3.707655556,3.090322222,3.526094444,1483.780056,1486.289667,1485.282333,1484.903667,1485.063889,5270.022222,4994.744444,4968.261111,4951.883333,5144.1,5173.155556,4036.144444,4298.977778,10.12527778,4.779,4.788555556,10.83233333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.13760167,83.98293944,120.3926778,120.1058056,120.4250333,120.1407889,84.04772389,83.90110833,1
6,1.187083333,1.029538889,1.020755556,0.217,3.233327778,3.742872222,3.719661111,3.071466667,3.523838889,1483.739111,1486.2485,1485.241,1484.865111,1485.023444,5266.194444,4994.694444,4968.844444,4955.655556,5142.305556,5174.222222,4034.083333,4300.105556,9.707055556,4.817722222,4.548944444,10.38844444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.13922111,83.98597778,120.3960111,120.1091389,120.4289167,120.1435389,84.04931,83.90386389,1
7,1.183138889,1.03025,1.021972222,0.206,3.247594444,3.740238889,3.7175,3.077711111,3.524916667,1483.742333,1486.251111,1485.242444,1484.868722,1485.025778,5264.844444,4991.438889,4969.755556,4958.038889,5142.494444,5174.138889,4033.638889,4299.861111,9.995722222,4.650611111,4.766277778,10.33722222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.13934944,83.98543722,120.3956611,120.1090944,120.4287778,120.1435056,84.04932333,83.90348833,1
8,1.181677778,1.031594444,1.021438889,0.189,3.98085,4.5847,4.545288889,3.764344444,4.318294444,1483.783,1486.290889,1485.281667,1484.908667,1485.066,5281.083333,4941.727778,4978.766667,4952.872222,5141.755556,5180.905556,3996.294444,4313.627778,10.39122222,4.858611111,4.774333333,11.02205556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.15473167,83.96568278,120.4249111,120.0737944,120.4573056,120.1089778,84.06359111,83.88487,1
9,1.176644444,1.025333333,1.021261111,0.0389,4.923694444,5.653316667,5.632161111,4.681088889,5.341794444,1483.820611,1486.325611,1485.316556,1484.943278,1485.101222,5320.066667,4891.733333,4996.033333,4950.244444,5142.522222,5178.088889,3957.661111,4330.855556,11.02077778,5.132555556,4.966166667,12.15111111,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.17515667,83.94133056,120.4634444,120.0304333,120.4965556,120.0647333,84.08345778,83.86132833,1
10,1.175166667,1.030955556,1.023588889,0.0389,5.432227778,6.220983333,6.185872222,5.135733333,5.873866667,1484.044222,1486.5505,1485.538444,1485.169167,1485.325556,5332.027778,4873.361111,4992.244444,4932.955556,5137.683333,5169.883333,3931.966667,4351.377778,11.67572222,5.134,5.221833333,12.61011111,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.17454222,83.91671778,120.4670167,119.9907778,120.5000056,120.02585,84.08147333,83.83792222,1
11,1.178216667,1.026366667,1.022672222,0.15,5.926511111,6.811355556,6.786311111,5.622972222,6.446511111,1483.970444,1486.473778,1485.461389,1485.094111,1485.249389,5357.45,4848.522222,4986.105556,4933.1,5128.483333,5178.377778,3917.411111,4372.455556,11.43672222,4.863666667,4.824833333,11.67811111,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.19057,83.90927778,120.4962389,119.9744222,120.5294278,120.0093611,84.09724556,83.83075944,1
12,1.174122222,1.031733333,1.022855556,0.0722,5.950216667,6.813311111,6.772066667,5.628911111,6.446133333,1483.916,1486.419444,1485.408444,1485.041444,1485.196111,5357.638889,4844.455556,4988.083333,4931.122222,5128.3,5176.711111,3921.316667,4368.383333,11.72894444,5.124944444,4.917888889,12.55105556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.194285,83.91168889,120.5006722,119.9787833,120.5331833,120.0142,84.10044889,83.83354167,1
13,1.176083333,1.025911111,1.022261111,0.1,5.936211111,6.810761111,6.777944444,5.629333333,6.445472222,1484.101833,1486.610556,1485.600889,1485.229722,1485.385611,5349.416667,4842.883333,4987.616667,4933.238889,5131.227778,5179.75,3915.788889,4374.183333,11.88994444,5.133,5.085222222,12.43666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.18315778,83.90176944,120.4849611,119.9636167,120.51795,119.9981444,84.08993722,83.82280167,1
14,1.175838889,1.029305556,1.023955556,0.088888889,5.945616667,6.810222222,6.779138889,5.619166667,6.445605556,1484.280778,1486.788611,1485.778389,1485.406778,1485.563389,5341.494444,4837.561111,4991.611111,4932.855556,5137.633333,5179.1,3912.294444,4375.272222,11.88216667,5.104111111,4.967055556,12.40338889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.17325667,83.89134722,120.4704556,119.94925,120.5035333,119.9840167,84.07952722,83.81313611,1
15,1.174027778,1.029555556,1.022827778,0.083333333,5.952816667,6.814588889,6.771211111,5.6287,6.446583333,1484.138778,1486.645833,1485.634944,1485.268667,1485.422444,5347.872222,4841.838889,4988.4,4934.733333,5136.133333,5180.538889,3916.35,4375.1,11.68816667,5.087722222,4.983222222,12.45994444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.18167389,83.89910111,120.4822833,119.9604222,120.5147444,119.9959333,84.08747667,83.82080944,1
16,1.173205556,1.029394444,1.023177778,0.044444444,5.960361111,6.813922222,6.770138889,5.629127778,6.447083333,1484.051833,1486.559222,1485.547778,1485.177667,1485.334056,5350.716667,4842.066667,4989.283333,4933.061111,5133.777778,5180.327778,3920.561111,4374.833333,11.30272222,4.990222222,5.091666667,12.69372222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.18658222,83.90406278,120.4892444,119.9674889,120.522,120.0028111,84.09268333,83.82589,1
17,1.174877778,1.029327778,1.022738889,0.061111111,6.453072222,7.394988889,7.360511111,6.113111111,7.007811111,1484.062889,1486.569444,1485.555667,1485.190889,1485.344444,5369.983333,4813.766667,4985.294444,4922.916667,5122.894444,5177.627778,3906.633333,4384.833333,11.50172222,5.0655,4.996888889,12.47522222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.19796333,83.89153944,120.5110444,119.9446556,120.5438778,119.9801278,84.10353833,83.81370444,1
18,1.172383333,1.033272222,1.024777778,0.022222222,6.9669,7.948372222,7.892705556,6.553933333,7.529366667,1484.262056,1486.763444,1485.754444,1485.3865,1485.541389,5385.8,4776.905556,4984.322222,4903.961111,5112.927778,5158.411111,3886.283333,4392.127778,12.15988889,5.219722222,5.064055556,13.18855556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.5,52.5,52.9,52.9,50.7,50.7,49.8,49.8,84.19899611,83.86830556,120.5167333,119.9081278,120.5483889,119.9439389,84.10310778,83.79228944,1
19,1.420238889,0.961011111,0.957405556,1.29,2.252305556,2.833894444,2.826661111,2.3357,2.664838889,1411.841889,1487.8695,1486.649667,1486.200889,1484.662056,2489.15,2444.422222,3600.222222,3600.622222,4147.694444,4175.677778,4041.961111,4248.955556,40.40722222,9.801666667,6.747277778,9.252111111,93.36666667,74.58333333,74.70555556,98.55555556,98.52222222,100.0,100.0,100.0,100.0,55.90388889,55.90388889,53.19333333,53.19333333,50.2,50.2,49.8,49.8,81.65494222,81.54474556,120.2298944,120.0133167,120.2804556,120.0639833,83.95641333,83.84568611,2
20,1.2468,0.960172222,0.958061111,0.76,2.297955556,2.8523,2.836472222,2.358294444,2.685888889,1406.897056,1488.044444,1486.726944,1486.264333,1483.505389,2030.655556,2007.422222,3301.138889,3318.638889,4075.583333,4101.205556,4037.733333,4248.211111,55.47433333,12.28383333,6.664388889,8.045611111,90.27777778,65.97222222,65.9,95.01666667,95.04444444,99.96666667,99.96666667,100.0,100.0,59.81444444,59.81444444,53.42,53.42,50.2,50.2,49.8,49.8,81.005645,80.89375556,120.2162611,119.9981056,120.2743556,120.0571833,83.953295,83.84169667,2
21,2.308333333,0.829016667,0.87925,0.95,2.087205556,2.789627778,2.84095,2.395933333,2.715844444,1249.986278,1479.510222,1486.861111,1486.398056,1483.506,1669.7,1596.205556,2967.011111,3047.222222,4079.327778,4102.616667,4031.627778,4238.416667,66.57038889,17.99872222,6.296388889,7.676222222,86.04444444,54.26666667,55.08333333,89.10555556,89.35555556,99.92777778,99.92777778,100.0,100.0,68.96388889,68.96388889,53.52555556,53.52555556,50.2,50.2,49.8,49.8,72.615315,72.51371167,119.5710222,119.35835,120.2635278,120.0462667,83.94672222,83.83313,2
22,1.456162011,0.861194444,0.852755556,0.17,4.656094444,5.850488889,5.816783333,4.561127778,5.524155556,1351.213167,1480.941722,1479.193278,1367.909222,1479.4475,2104.922222,2020.45,1227.95,1281.627778,1672.427778,1720.95,2484.316667,2646.933333,46.38927778,20.38438889,13.55105556,25.69177778,71.06666667,50.43888889,50.88333333,79.01111111,79.21111111,91.71111111,91.96111111,62.37777778,62.41111111,57.93833333,57.93833333,57.67,57.67,53.16111111,53.16111111,51.78166667,51.78166667,77.67640444,77.45214167,120.9099111,120.4583722,121.0034389,120.5539111,77.63854722,77.42178778,2
23,1.172066667,1.025833333,1.022111111,0.01,5.215533333,5.95875,5.941005556,4.957,5.638733333,1489.0735,1491.877167,1490.688278,1490.250889,1490.4725,3516.166667,3206.844444,3585.544444,3578.633333,3826.672222,3865.477778,4274.977778,4687.872222,19.37555556,7.288611111,6.240722222,13.13572222,97.53888889,90.04444444,90.04444444,99.96111111,99.96111111,99.93333333,100.0,100.0,100.0,53.03722222,53.03722222,53.4,53.4,50.7,50.7,51.0,51.0,83.88488111,83.63907722,120.0260389,119.5730444,120.0734,119.6212222,83.79011,83.55661333,2
24,1.190827778,1.020316667,1.009038889,0.23,7.331794444,8.554705556,8.48375,7.104811111,8.083911111,1475.976667,1482.050389,1480.534278,1475.426556,1478.497389,2157.194444,1980.916667,2137.677778,2131.922222,2330.3,2418.661111,2500.822222,2952.566667,34.29161111,10.48511111,8.770333333,20.6025,93.60555556,80.03888889,79.93888889,97.58888889,97.58888889,99.44444444,99.51111111,97.06666667,97.06666667,55.20166667,55.20166667,55.77444444,55.77444444,52.84722222,52.84722222,52.12277778,52.12277778,84.68099278,84.32929167,120.9246222,120.2647889,120.9976222,120.3435556,84.68530944,84.34427889,2
25,1.184405556,1.023572222,1.01395,0.14,1.190488889,1.381766667,1.375105556,1.1485,1.315461111,1489.546889,1491.489222,1490.323167,1489.859333,1490.304833,3448.861111,3382.588889,4000.588889,4032.116667,5451.772222,5468.716667,5144.661111,5230.733333,25.70744444,5.111444444,4.094388889,6.997611111,99.97222222,99.86111111,99.86111111,100.0,100.0,100.0,100.0,100.0,100.0,55.35888889,55.35888889,53.2,53.2,51.1,51.1,50.7,50.7,83.76251389,83.70655111,119.8821389,119.7770389,119.9280167,119.8232667,83.72200278,83.66794389,2
26,1.181927778,1.032433333,1.017605556,0.04,1.200544444,1.384727778,1.369433333,1.142683333,1.315033333,1489.3925,1491.315389,1490.143222,1489.679833,1490.132611,3483.922222,3420.611111,4043.822222,4070.811111,5455.677778,5468.433333,5142.566667,5240.083333,26.00577778,4.964111111,3.996944444,7.197111111,99.83888889,99.33888889,99.33888889,100.0,100.0,100.0,100.0,100.0,100.0,55.43444444,55.43444444,53.2,53.2,51.1,51.1,50.7,50.7,83.77165833,83.71512778,119.8962611,119.7909444,119.9423278,119.8379833,83.73198111,83.67812778,2
27,1.193094444,1.010088889,1.008488889,0.31,1.171861111,1.37985,1.379566667,1.148977778,1.313922222,1486.386778,1488.419222,1487.252444,1486.7975,1487.213833,3432.011111,3369.427778,4254.566667,4280.244444,5525.738889,5538.705556,5149.755556,5248.922222,22.49694444,4.893555556,4.015333333,6.534,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.62333333,54.62333333,53.2,53.2,51.1,51.1,50.7,50.7,83.94035833,83.88505444,120.1294944,120.0242611,120.1759667,120.07045,83.89455167,83.84009278,2
28,1.198183333,1.009983333,1.009344444,0.37,1.161388889,1.3706,1.369127778,1.137972222,1.304022222,1485.880333,1487.952278,1486.792056,1486.334222,1486.740611,3564.972222,3470.283333,4200.4,4231.955556,5510.622222,5527.811111,5152.9,5235.911111,28.14155556,5.031777778,3.924833333,6.936388889,99.98888889,99.96111111,99.96111111,100.0,100.0,100.0,100.0,100.0,100.0,54.25277778,54.25277778,53.2,53.2,51.1,51.1,50.7,50.7,83.96860722,83.91366333,120.1668167,120.0620667,120.2127944,120.1080333,83.92038333,83.86650889,2
29,1.211366667,1.016494444,1.014527778,0.54,1.190788889,1.3482,1.346022222,1.116933333,1.288855556,1484.285389,1487.521889,1486.358556,1485.902167,1486.017111,2929.944444,2863.522222,4153.605556,4182.216667,5523.177778,5537.027778,5143.116667,5251.516667,45.0485,4.712333333,3.970944444,6.828777778,96.86111111,87.22222222,87.23888889,100.0,100.0,100.0,100.0,100.0,100.0,58.21,58.21,53.2,53.2,51.1,51.1,50.7,50.7,84.05946889,84.00419778,120.2007556,120.0977556,120.2469333,120.1439056,83.94433556,83.89134278,2
30,1.312211111,0.972661111,0.9499,0.48,1.078911111,1.329966667,1.299422222,1.084605556,1.256283333,1381.306222,1486.917722,1485.745333,1485.278722,1482.513722,2223.883333,2231.772222,4251.461111,4283.277778,5507.016667,5520.527778,5135.388889,5242.783333,57.31916667,5.445222222,4.552555556,7.259555556,90.76666667,62.72777778,62.86111111,100.0,100.0,100.0,100.0,100.0,100.0,60.85833333,60.85833333,53.2,53.2,51.1,51.1,50.7,50.7,79.620625,79.56761167,120.2490389,120.1471278,120.2949333,120.1952056,83.97883833,83.92732333,2
31,1.136838889,0.940277778,0.914677778,1.54,1.028461111,1.419072222,1.389716667,1.157788889,1.333388889,1333.784056,1486.454611,1485.254278,1484.7795,1482.642056,2361.294444,2469.761111,4398.855556,4434.45,5474.572222,5487.461111,5133.261111,5216.255556,60.86211111,7.6285,5.240944444,7.747222222,87.49444444,49.1,50.12222222,99.92777778,99.92777778,100.0,100.0,100.0,100.0,64.62944444,64.62944444,53.2,53.2,51.1,51.1,50.7,50.7,76.71123556,76.66091833,120.2898556,120.1811556,120.3380444,120.2314778,84.00876611,83.95384667,2
32,1.279861111,1.097538889,1.090877778,1.85,6.883377778,8.014588889,7.971905556,5.616416667,7.441677778,1484.179333,1486.658,1485.529556,1551.575056,1501.985333,5428.944444,4928.005556,5297.955556,5188.483333,5222.894444,5299.544444,756.1293,1730.594889,12.06316667,5.000222222,4.9425,15.69066667,95.60555556,100.0,100.0,100.0,100.0,100.0,100.0,81.73888889,82.80555556,52.6,52.6,53.2,53.2,51.7,51.7,80.475,80.475,84.20159556,83.87497,120.5278389,119.9141167,120.5700389,119.9587667,80.48719778,80.24504778,3
33,1.287733333,1.11275,1.104638889,1.828,6.434161111,7.429444444,7.384727778,5.116883333,6.88875,1484.147667,1486.625667,1485.498222,1551.5225,1501.948667,5415.833333,4953.994444,5293.761111,5207.972222,5225.116667,5305.494444,1019.278278,1752.104444,12.49883333,5.236055556,4.942444444,19.25866667,96.07777778,100.0,100.0,100.0,100.0,100.0,100.0,83.85555556,84.50555556,52.6,52.6,53.2,53.2,51.7,51.7,80.8,80.8,84.19270889,83.88718556,120.5077444,119.93885,120.5496833,119.9835833,80.47950444,80.25851444,3
34,1.291644444,1.1046,1.096916667,1.906,5.889911111,6.868644444,6.826755556,4.755272222,6.355544444,1483.968778,1486.447944,1485.318278,1551.343833,1501.769778,5401.572222,4986.155556,5295.766667,5222.561111,5231.111111,5304.766667,1032.097167,1712.299611,12.10744444,5.053166667,4.990055556,17.64133333,96.40555556,100.0,100.0,100.0,100.0,100.0,100.0,85.31111111,85.58888889,52.6,52.6,53.2,53.2,51.7,51.7,80.74166667,80.74166667,84.18981056,83.91012833,120.50045,119.9744056,120.5427667,120.0192833,80.48088667,80.27548389,3
35,1.282005556,1.099077778,1.089055556,1.789,5.9017,6.8827,6.827011111,4.802327778,6.368977778,1483.904222,1486.383333,1485.253389,1551.253833,1501.698944,5402.294444,4986.027778,5294.244444,5219.405556,5231.727778,5300.561111,1035.529794,1641.688833,11.65572222,5.194888889,4.805166667,16.1355,96.52222222,100.0,100.0,100.0,100.0,100.0,100.0,85.6,86.17222222,52.6,52.6,53.2,53.2,51.7,51.7,80.96722222,80.96722222,84.19378333,83.91351611,120.5061944,119.9790722,120.5480167,120.0244778,80.48667444,80.279045,3
36,1.280033333,1.102955556,1.094005556,1.733,5.926461111,6.870388889,6.817827778,4.794133333,6.363422222,1484.1265,1486.608056,1485.477944,1551.317944,1501.882611,5397.316667,4985.227778,5297.405556,5223.088889,5229.166667,5307.727778,1015.050961,1599.613,11.53611111,5.1575,4.751,17.40683333,96.65555556,100.0,100.0,100.0,100.0,100.0,100.0,86.26111111,86.73333333,52.6,52.6,53.2,53.2,51.7,51.7,80.82055556,80.82055556,84.18174056,83.90036,120.4874667,119.9615167,120.5293833,120.0067444,80.48315778,80.27587278,3
37,1.279061111,1.096305556,1.087266667,1.689,5.898233333,6.876605556,6.827911111,4.834483333,6.371088889,1484.026167,1486.505722,1485.378056,1551.198833,1501.776833,5400.616667,4985.85,5294.611111,5222.355556,5229.9,5305.05,1064.986667,1727.269944,11.95783333,4.956111111,5.075277778,16.767,96.92777778,100.0,100.0,100.0,100.0,100.0,100.0,87.39444444,87.61111111,52.6,52.6,53.2,53.2,51.7,51.7,80.69722222,80.69722222,84.18676444,83.90672611,120.4960889,119.9694889,120.5379222,120.0143889,80.49006,80.28138889,3
