,Profile factor,Symmetry,Crossflow,Average Flow Velocity,Average Gain,Average Signal Quality,Average Signal Strength,Class Attruibute
0,1.10268971084691,1.00442493353855,1.00674137629137,15.917361111111124,15.109722222222226,3156.708333333333,61.75,1
1,1.10143161440531,1.00372200232389,1.00825616845614,14.729722222222223,15.1,3205.243055555555,61.75,1
2,1.09856774308336,1.00252780109601,1.00910346915987,14.74375,15.1,3211.9618055555547,61.75,1
3,1.09951578884829,1.00702365514043,1.00936315390448,14.724166666666676,15.1,3216.1805555555547,61.75,1
4,1.10033623947392,1.00066135066702,1.00670931058991,14.70541666666665,15.1,3197.749999999998,61.75,1
5,1.10226968232387,1.00282699544277,1.0066214500881,14.710486111111123,15.1,3200.399305555555,61.75,1
6,1.10142468797746,1.00377462017293,1.00888682341113,14.709097222222224,15.1,3203.031249999998,61.75,1
7,1.10134759124884,1.00141341287245,1.00786137292518,13.373472222222247,15.1,3250.739583333334,61.75,1
8,1.10445619154687,1.00018187398407,1.00757567114286,12.219583333333324,15.1,3292.6249999999995,61.75,1
9,1.10360576203169,1.00632676378178,1.00853552178202,9.755763888888888,15.1,3364.458333333334,61.75,1
10,1.10715335980003,1.00321504079957,1.00967623187898,7.96152777777778,15.1,3412.7013888888887,61.75,1
11,1.09954229220066,1.00694784739237,1.01085412684774,7.963680555555557,15.1,3412.9930555555547,61.75,1
12,1.10392419215895,1.00702883219974,1.01800217995148,7.97138888888889,15.1,3414.5833333333358,61.75,1
13,1.10412811257489,1.00644721668938,1.01129676334594,7.974791666666667,15.1,3406.680555555557,61.75,1
14,1.10476889214967,1.00422670509126,1.00738213942097,7.96888888888889,15.1,3412.913194444446,61.75,1
15,1.10317896821032,1.00251361541684,1.01030385868994,7.96666666666667,15.0826388888889,3404.934027777779,61.75,1
16,1.1087860532068,1.00519618777248,1.00932158187498,5.493680555555555,14.975,3417.055555555557,61.75,1
17,1.10344149963261,1.00295328441024,1.00895166752348,17.0965972222222,15.2965277777778,3166.458333333331,61.56944444444445,1
18,1.09943475973045,1.00181270838054,1.00834618819518,17.17833333333335,15.556597222222226,3174.0590277777774,61.53472222222223,1
19,1.10204492613002,1.00681639430219,1.01106946439206,15.947222222222226,15.275,3171.6979166666674,61.75,1
20,1.09924908605869,1.00573025328286,1.00753066122418,14.754513888888876,15.275,3220.104166666666,61.75,1
21,1.1011845368056,1.00452394865318,1.00931515649652,14.769722222222224,15.275,3223.7847222222226,61.75,1
22,1.09824533748436,1.00415937364726,1.00829820739861,14.789861111111126,15.275,3219.8402777777774,61.75,1
23,1.1051228960065,1.00548351171263,1.00870642063072,14.75618055555555,15.275,3222.1423611111127,61.75,1
24,1.1004552681737,1.00707747475701,1.00963764350168,14.7701388888889,15.275,3215.3506944444434,61.75,1
25,1.10062762744982,1.00730821820925,1.01473678232722,14.78229166666665,15.275,3211.260416666669,61.75,1
26,1.09899116594401,1.00291996409373,1.00909740118608,13.480625000000025,15.275,3260.298611111112,61.75,1
27,1.10208531605006,1.00286957220417,1.01138878642567,12.1175,15.275,3301.402777777779,61.75,1
28,1.10251390433816,1.00429809554779,1.01086555646969,9.844583333333343,15.275,3372.697916666666,61.75,1
29,1.09725802671666,1.00494614390349,1.00930931449593,8.078958333333334,15.275,3406.8090277777787,61.75,1
30,1.10555343892306,1.00792401252617,1.01088124198635,8.059444444444443,15.275,3413.128472222221,61.75,1
31,1.1008160612407,1.00693354490419,1.00901258654328,8.080555555555556,15.275,3410.208333333332,61.75,1
32,1.10213896975066,1.00260093702632,1.00785783365571,8.073819444444446,15.275,3407.458333333335,61.75,1
33,1.10565360129142,1.00405676011601,1.00828633705844,8.061875,15.275,3402.9131944444453,61.75,1
34,1.10020246574352,1.00626856392899,1.01019119300978,8.067986111111113,15.275,3407.8298611111118,61.75,1
35,1.10061111548247,1.00425425425425,1.00661438629018,5.561805555555558,15.275,3458.854166666666,61.75,1
36,1.10467445308639,1.01123567575629,1.01018633540373,5.618750000000002,15.525000000000004,3510.4965277777774,61.5,1
37,1.10103314599447,1.00128975265018,1.00525775385923,7.866180555555554,15.525000000000004,3462.4722222222226,61.5,1
38,1.08886264668979,1.00734081600085,1.01047789873732,7.861666666666667,15.525000000000004,3457.1354166666674,61.5,1
39,1.09734332677823,1.00405949194306,1.00972409869871,7.850763888888887,15.525000000000004,3462.9236111111118,61.5,1
40,1.09417969834367,1.0078604634657,1.00828807723707,7.85826388888889,15.525000000000004,3463.954861111109,61.5,1
41,1.09606290451199,1.00603446745825,1.00963692614061,7.8490277777777795,15.525000000000004,3454.277777777776,61.5,1
42,1.09279247588543,1.00272846461855,1.0058202466507,7.84986111111111,15.525000000000004,3460.052083333334,61.5,1
43,1.09350233013743,1.0028397796331,1.00551653538829,9.795555555555552,15.425000000000002,3365.5034722222226,61.5,1
44,1.09427478211578,1.00111712931618,1.0086649223555,12.3152083333333,15.425000000000002,3286.7638888888887,61.5,1
45,1.09669612567255,1.0049383226233,1.0070118104536,13.47680555555555,15.425000000000002,3241.5347222222213,61.5,1
46,1.09359089695807,1.00453396688974,1.00631910035717,14.7064583333333,15.536111111111127,3242.312500000001,61.5,1
47,1.10023502698827,1.00071151419708,1.00114816009717,14.645347222222226,15.550000000000002,3244.3993055555543,61.5,1
48,1.09574637565716,1.0047814532951,1.00803289479961,14.616666666666674,15.550694444444453,3241.6076388888905,61.5,1
49,1.09507542279467,1.00265790822623,1.00919973715037,14.650833333333324,15.575000000000005,3255.604166666669,61.5,1
50,1.09442801278361,1.0,1.00528351372668,14.654305555555547,15.575000000000005,3255.510416666666,61.5,1
51,1.0929253506617,1.00167686681699,1.00618133824549,14.672569444444424,15.589583333333328,3266.8715277777765,61.5,1
52,1.0938316493395,0.999031861355567,1.00082933216936,15.916319444444447,15.531250000000004,3194.381944444444,61.5,1
53,1.09690347620654,1.00189294776269,1.00572198728089,17.258680555555575,15.771875,3184.583333333332,61.5,1
54,1.08942219845355,1.00704210278473,1.0132474503489,6.511597222222223,92.62222222222223,3697.125,64.19097222222223,2
55,1.07705612346719,1.016598850352,1.02199676200755,6.504791666666668,189.3788194444444,2885.555555555556,62.53472222222223,2
56,1.15829313720808,0.959481431699438,0.963525373653111,6.276736111111112,176.16076388888894,4860.510416666668,61.13541666666665,2
57,1.10147042060869,1.00987702773417,1.01136809949815,6.401458333333333,48.50381944444449,3269.9305555555547,62.22569444444444,2
58,1.06464065614333,1.00092142365506,1.01157353154541,12.5165972222222,172.75625000000008,3220.1597222222226,67.20138888888887,2
59,1.05543712439052,0.994904584773183,0.997388516082114,12.588124999999971,209.44444444444449,2565.7256944444425,67.00694444444446,2
60,1.0980054290098,0.993920563525627,0.993473360770636,12.344722222222224,254.3062500000001,2345.8611111111118,67.30208333333333,2
61,1.05654711121728,1.00036513310761,1.00404602491908,12.554791666666649,206.9993055555556,2845.3576388888905,67.15277777777779,2
62,2.22450728363325,0.530296868645791,0.540319279574294,9.4075,45.49583333333334,2950.25,60.52083333333333,2
63,2.06249999999999,0.511238891792995,0.520778537611783,9.636666666666676,69.90416666666665,2950.25,59.82291666666667,2
64,196.283333333333,0.980424962355697,1.00559132497459,9.86416666666665,131.6243055555555,3868.065972222223,60.43055555555557,2
65,196.5,1.05622071837585,0.933431228585414,9.875,47.05034722222224,3528.0,58.04166666666666,2
66,1.10300614675375,1.01069788797061,1.00894536446626,3.041180555555555,15.721527777777776,3613.850694444443,61.7013888888889,2
67,1.10942610764199,1.00906258850184,1.01248226950355,2.955833333333335,15.79305555555555,3562.2430555555547,61.79861111111112,2
68,1.10147022177922,1.00714013709063,1.0091485205127,2.9281944444444474,15.8173611111111,3537.086805555557,62.11805555555555,2
69,1.09239157873479,1.01831109379566,1.02037732169844,2.878055555555555,114.02013888888902,3427.1180555555547,63.01736111111112,2
70,1.10361334156887,1.01493861854755,1.01722606120434,2.838125,141.16944444444445,2933.968750000001,63.64930555555555,2
71,1.11899911194693,1.02032074907859,1.00325942021828,2.816944444444445,55.07916666666677,3353.6006944444434,64.125,2
72,1.11001964636542,1.0186971360736,0.981838488806876,2.8341666666666674,174.28506944444436,2808.774305555556,63.54166666666667,2
73,1.10385383027385,1.0051433609823,1.00985261986399,17.055972222222252,15.1701388888889,3152.291666666668,61.732638888888886,3
74,1.10577472314864,1.00028879981797,1.0096276432057,15.872569444444425,15.154166666666676,3191.996527777778,61.75,3
75,1.10199091861684,1.00414854848378,1.00883149582268,14.627083333333326,14.925,3167.12847222222,61.75,3
76,1.10188106553776,1.00302571860817,1.0085296390646,14.619166666666676,14.925,3158.5486111111086,61.75,3
77,1.10394200814762,1.00243278944017,1.00731616701437,14.632916666666674,15.002777777777773,3181.8229166666674,61.75,3
78,1.10691174997496,1.00446956123966,1.0088919876601,14.60645833333335,14.95,3163.2951388888887,61.75,3
79,1.10335307298335,1.00442317591657,1.01078703260974,14.601944444444449,14.95,3159.5347222222213,61.75,3
80,1.10426412378553,1.00374061277519,1.00861575452256,14.619375,14.95,3155.9513888888887,61.75,3
81,1.10356571829073,1.00380763613603,1.0094885394763,13.3392361111111,14.95,3210.5277777777783,61.75,3
82,1.10527823191761,1.00833314359873,1.00977454744301,12.251111111111124,14.95,3236.336805555557,61.75,3
83,1.10329305497398,1.0090709102337,1.01237676887636,9.76687500000001,14.95,3319.895833333334,61.75,3
84,1.10188318375754,1.00466560258187,1.00628434005652,7.936944444444448,14.95,3358.343749999998,61.75,3
85,1.09900935506993,1.00029775458017,1.00796469512624,7.930902777777777,14.95,3357.572916666666,61.75,3
86,1.10546125461255,1.00890766657865,1.00961521528573,7.924722222222223,14.95,3360.1944444444453,61.75,3
87,1.10113268608414,1.00699042768069,1.00882513228908,7.935277777777775,14.95,3350.7881944444453,61.75,3
88,1.1019296922426,1.00806650029876,1.0157892879825,7.934930555555554,14.95,3358.9861111111118,61.75,3
89,1.10307474070117,1.00507605297362,1.01420354294587,7.927569444444445,14.95,3359.9861111111104,61.75,3
90,1.11012981485422,1.00383974132269,1.00983074896118,5.50861111111111,14.95,3406.479166666666,61.75,3
91,1.10044039380388,1.00989253260224,1.01169276367752,17.15680555555555,15.422916666666673,3206.447916666666,61.72916666666667,3
92,1.10169709436874,1.00490586864537,1.01128424160932,15.892916666666649,15.304166666666674,3241.5486111111118,61.75,3
93,1.10119012139636,1.00591788928615,1.011411725548,14.688194444444475,15.25,3268.027777777778,61.75,3
94,1.09962366819251,1.00473093405135,1.00659530452277,14.6840972222222,15.25,3262.5659722222226,61.75,3
95,1.09835887080809,1.00566714287066,1.00906954263728,14.7217361111111,15.25,3276.6701388888887,61.75,3
96,1.10206313696247,1.00703456525247,1.01441625139351,14.681597222222226,15.25,3263.96875,61.75,3
97,1.10058002105556,1.00672707433939,1.00987361018721,14.687430555555576,15.25,3274.517361111113,61.75,3
98,1.10364134495642,1.0092013740211,1.01054054826086,14.663402777777774,15.25,3263.895833333333,61.75,3
99,1.10133474782684,1.01061681081361,1.01115842476611,13.48020833333335,15.15,3276.236111111109,61.75,3
100,1.09821566736898,1.00919857291038,1.00933599316044,12.240902777777777,15.125,3307.8263888888887,61.75,3
101,1.10126601266013,1.00815688748083,1.00928024326573,9.727986111111107,15.125,3385.8541666666674,61.75,3
102,1.10010811603233,1.00807751611999,1.00906317930019,7.958680555555555,15.0,3389.0138888888887,61.75,3
103,1.10477833235467,1.01002365723298,1.01206869331836,7.965416666666667,15.0,3385.5034722222217,61.75,3
104,1.10370343101163,1.00907061367272,1.01416914861745,7.936805555555552,15.0,3387.402777777779,61.75,3
105,1.10175881696224,1.00513339851935,1.01015246197203,7.974861111111116,15.0,3389.861111111109,61.75,3
106,1.10530376793489,1.0087291849255,1.00982128764096,7.958194444444448,15.0,3386.965277777776,61.75,3
107,1.09882284019552,1.00911289474607,1.0127460102881,7.96138888888889,15.0,3386.395833333334,61.75,3
108,1.10757299028561,1.0061477991383,1.0081210592686,5.529305555555558,15.0,3430.14236111111,61.75,3
109,1.10527524301155,1.0034719412117,1.00597206015817,17.19118055555555,15.6222222222222,3206.7951388888887,61.50694444444445,3
110,1.10299677270632,1.00346105869745,1.0102774741741,15.838194444444447,15.3,3214.402777777776,61.75,3
111,1.10679515100888,1.00326228795129,1.00732423725602,14.7120138888889,15.3,3268.097222222221,61.75,3
112,1.10809548881891,0.998314358090611,1.00837600204431,14.736319444444453,15.3,3257.6493055555547,61.75,3
113,1.10510364772649,1.002336338543,1.00696857531349,14.760138888888902,15.325,3265.4305555555547,61.75,3
114,1.10452775217766,1.00400101912751,1.00818897042136,14.74791666666665,15.325,3253.8194444444453,61.75,3
115,1.10885821682146,1.00741168452539,1.01150537328439,14.727152777777777,15.325,3261.788194444444,61.75,3
116,1.10847845556772,0.999877297139136,1.00842685978616,14.713958333333323,15.325,3255.611111111109,61.75,3
117,1.10973511457911,1.00574089895601,1.01215611673217,13.368541666666676,15.325,3304.635416666668,61.75,3
118,1.11005592613439,1.0042315042315,1.00928259456501,12.235833333333323,15.325,3345.020833333334,61.75,3
119,1.10664426636535,1.0025297492863,1.00974412799274,9.83993055555555,15.325,3417.4722222222226,61.75,3
120,1.10173314993122,0.9984130859375,1.00351410888493,7.958125000000001,15.220833333333324,3436.218750000002,61.75,3
121,1.11319603638246,1.00334747099443,1.00852207833284,7.93798611111111,15.2,3431.9444444444453,61.75,3
122,1.11047661288832,1.00650092242818,1.01105906385377,7.930555555555555,15.2,3430.45138888889,61.75,3
123,1.10949834009591,1.00103220840113,1.00767070387923,7.942847222222222,15.2,3420.319444444446,61.75,3
124,1.10648719317952,1.00229289552448,1.00488967559894,7.944236111111108,15.2,3424.180555555556,61.75,3
125,1.10890742039039,1.008557371288,1.00859266548349,7.937986111111113,15.2,3424.3472222222226,61.75,3
126,1.11455401530894,1.0100767634336,1.01350031308704,5.582569444444443,15.2,3463.100694444446,61.75,3
127,1.10437058183795,0.992983246696816,1.00138987652725,17.19972222222225,15.297222222222224,3131.569444444445,61.7361111111111,4
128,1.09932547759654,0.985891535784902,0.994035233735609,15.972222222222229,15.230555555555547,3175.822916666668,61.75,4
129,1.10720579889081,0.992890370454076,1.00379677321618,14.6967361111111,15.125,3190.527777777778,61.75,4
130,1.10564888827181,0.992184054720996,0.999256120527309,14.7445138888889,15.25,3229.6631944444434,61.75,4
131,1.10690642333154,0.987761647535449,0.999481166338078,14.719375,15.125,3187.694444444444,61.75,4
132,1.1093871063872,0.991036435576723,1.00056525917133,14.746666666666648,15.125,3192.39236111111,61.75,4
133,1.10210516921673,0.995904456140022,1.00530672090053,14.721597222222226,15.125,3191.784722222221,61.75,4
134,1.10160873055993,0.988268722219097,1.00083987618904,14.72395833333335,15.125,3192.5381944444466,61.75,4
135,1.1054629710208,0.992597930714982,1.00442202936973,13.441041666666676,15.15,3232.9513888888887,61.75,4
136,1.10291178989438,0.990116730641511,1.00210633599457,12.277499999999977,15.15,3273.034722222224,61.75,4
137,1.10429045853252,0.999136967501876,1.01269140374617,9.81256944444445,15.15,3344.5347222222226,61.75,4
138,1.10931397833616,0.997941022509161,1.00683538979249,7.951527777777775,15.15,3387.930555555557,61.75,4
139,1.11063382618635,0.995694313704982,1.0061506650078,7.950347222222222,15.15,3383.302083333333,61.75,4
140,1.10550888737753,0.99265882680398,1.00553269718988,7.954583333333332,15.15,3383.274305555555,61.75,4
141,1.10314361653377,0.992169323193387,1.00036612155236,7.967847222222222,15.15,3383.916666666666,61.75,4
142,1.10982680237802,0.996429628855566,1.00480962624832,7.96034722222222,15.15,3380.7986111111118,61.75,4
143,1.10978621452267,0.994789851536907,1.00643238979932,7.949791666666665,15.15,3385.9618055555547,61.75,4
144,1.10819285108267,0.99636712950834,1.0045597236106,7.937638888888889,15.15,3382.5277777777765,61.75,4
145,1.10400551022571,0.993223912061437,1.00439127801333,5.515416666666664,15.15,3424.045138888887,61.75,4
146,1.10685040413409,0.993130766145207,1.00342716024494,5.520972222222223,15.15,3425.96527777778,61.75,4
147,1.10612428026621,0.994476546566958,1.00273049191519,9.77958333333333,15.15,3334.135416666666,61.75,4
148,1.10304204657576,0.996681790478769,1.00380576981888,12.285416666666675,15.15,3266.7395833333326,61.75,4
149,1.11091466675397,0.995059308922127,1.00785824025247,13.432013888888877,15.15,3228.552083333334,61.75,4
150,1.1029311001142,0.99056982550059,1.00329472222798,13.427361111111123,15.125,3225.520833333332,61.75,4
